,initial,postproc_data
116,"пахота под кукурузный силос
Попу 432/740
Отд 39 364/394
Отд 19 1232/32539
Отд 7 52/134
выравн кук силос под оз пш
По Пу 78/729
Отд 47 432/909
Отд 37 712/839
внесение мин удобрений под сах свёклу
По пу 532/322
отд 43 343/212","пахота под кукурузный силос
по пу день 432 от начала 740
отделение 39 день 364 от начала 394
отделение 19 день 1232 от начала 32539
отделение 7 день 52 от начала 134
выравнивание кукурузы силос под озимая пшеница
по пу день 78 от начала 729
отделение 47 день 432 от начала 909
отделение 37 день 712 от начала 839
внесение минеральные удобрений под сахарная свёклу
по пу день 532 от начала 322
отделение 43 день 343 от начала 212"
117,"диск кук силос под рапс
Попу 4321/420
Отд 39 3232/324
Отд 7 52/134
отд 43 343/133
отд 43 22/32

внесение мин удобрений под кук силос
По Пу 342/78
Отд 27 232/349

внесение мин удобрений под оз пш
По пу 422/342
Отд 18 319/943","дискование кукурузы силос под рапс
по пу день 4321 от начала 420
отделение 39 день 3232 от начала 324
отделение 7 день 52 от начала 134
отделение 43 день 343 от начала 133
отделение 43 день 22 от начала 32

внесение минеральные удобрений под кукурузы силос
по пу день 342 от начала 78
отделение 27 день 232 от начала 349

внесение минеральные удобрений под озимая пшеница
по пу день 422 от начала 342
отделение 18 день 319 от начала 943"
118,"диск сахарной свеклы под подсолнечник
Попу 41/442
Отд 343 332/1562

внесение мин удобрений под сою
По Пу 584/98
Отд 27 242/385

сев под кукурузу
По Пу 342/78
Отд 27 232/349

2-я подкормка озимой пшеницы под сах свекл
По пу 422/342
Отд 18 319/943
Отд 7 52/134
отд 43 343/133
отд 43 22/32","дискование сахарной свеклы под подсолнечник
по пу день 41 от начала 442
отделение 343 день 332 от начала 1562

внесение минеральные удобрений под сою
по пу день 584 от начала 98
отделение 27 день 242 от начала 385

посев под кукурузу
по пу день 342 от начала 78
отделение 27 день 232 от начала 349

вторая подкормка озимой пшеницы под сахарная свеклы
по пу день 422 от начала 342
отделение 18 день 319 от начала 943
отделение 7 день 52 от начала 134
отделение 43 день 343 от начала 133
отделение 43 день 22 от начала 32"
119,"предпосевная культивация под кукурузу
Попу 637/783
Отд 3 830/8903

сев под оз пш
По Пу 783/890
Отд 12 389/636

диск озимой пшеницы под сах свекл
По пу 904/748
Отд 18 235/965
Отд 7 263/473
отд 43 273/221
отд 43 237/859

Чизел под ячмень
По Пу 3737/283
Отд 27 378/478","предпосевная культивация под кукурузу
по пу день 637 от начала 783
отделение 3 день 830 от начала 8903

посев под озимая пшеница
по пу день 783 от начала 890
отделение 12 день 389 от начала 636

дискование озимой пшеницы под сахарная свеклы
по пу день 904 от начала 748
отделение 18 день 235 от начала 965
отделение 7 день 263 от начала 473
отделение 43 день 273 от начала 221
отделение 43 день 237 от начала 859

чизлование под ячмень
по пу день 3737 от начала 283
отделение 27 день 378 от начала 478"
120,"Выравн под сах св
Попу 263/489
Отд 15 637/562
Отд 35 382/226

сев кук под сах св
По Пу 783/890
Отд 12 389/636

диск озимой пшеницы под сах свекл
По пу 90343/74232
Отд 18 23/789
Отд 54 21/411
отд 12 21/232
отд 11 763/829

предп культ под кук силос
По Пу 3737/283
Отд 27 378/478","выравнивание под сахарная свекла
по пу день 263 от начала 489
отделение 15 день 637 от начала 562
отделение 35 день 382 от начала 226

посев кукурузы под сахарная свекла
по пу день 783 от начала 890
отделение 12 день 389 от начала 636

дискование озимой пшеницы под сахарная свеклы
по пу день 90343 от начала 74232
отделение 18 день 23 от начала 789
отделение 54 день 21 от начала 411
отделение 12 день 21 от начала 232
отделение 11 день 763 от начала 829

предпосевная культура под кукурузы силос
по пу день 3737 от начала 283
отделение 27 день 378 от начала 478"
121,"пахота кукурузы под ячмень
попу 642/902
отд 1 32/322
отд 21 748/211
отд 19 133/21

диск оз пш под сах свекл
по пу 212/122
отд 16 31/137

пахота культ под оз пш
по пу 48/233
отд 21 345/232
отд 33 323/3232

2-е диск под мн тр
по пу 14/535
отд 13 343/232","пахота кукурузы под ячмень
по пу день 642 от начала 902
отделение 1 день 32 от начала 322
отделение 21 день 748 от начала 211
отделение 19 день 133 от начала 21

дискование озимая пшеница под сахарная свеклы
по пу день 212 от начала 122
отделение 16 день 31 от начала 137

пахота культура под озимая пшеница
по пу день 48 от начала 233
отделение 21 день 345 от начала 232
отделение 33 день 323 от начала 3232

второе дискование под многолетние травы
по пу день 14 от начала 535
отделение 13 день 343 от начала 232"
122,"пахота кукурузы под ячмень
попу 642/902
Отд 11 161/534
Отд 12 86/449

Пахота зяби под мн тр
По Пу 26/566
Отд 12 26/299

Предп культ под оз пш
По Пу 247/1650
отд 1 32/322
отд 21 748/211
отд 19 133/21

Диск сах св
По Пу 47/1051
Отд 17 47/349

2-е диск сах св под пш
По Пу 23/922
Отд 17 23/255

Выравн зяби под мн тр
По Пу 48/337
Отд 12 48/70
пахота кукурузы под ячмень
попу 642/902
Отд 11 161/534
Отд 12 86/449


Пахота зяби под мн тр
По Пу 26/566
Отд 12 26/299

Предп культ под оз пш
По Пу 247/1650
отд 1 32/322
отд 21 748/211
отд 19 133/21

Диск сах св
По Пу 47/1051
Отд 17 47/349

2-е диск сах св под пш
По Пу 23/922
Отд 17 23/255

Выравн зяби под мн тр
По Пу 48/337
Отд 12 48/70
пахота кукурузы под ячмень
попу 642/902
Отд 11 161/534
Отд 12 86/449


Пахота зяби под мн тр
По Пу 26/566
Отд 12 26/299

Предп культ под оз пш
По Пу 247/1650
отд 1 32/322
отд 21 748/211
отд 19 133/21

Диск сах св
По Пу 47/1051
Отд 17 47/349

2-е диск сах св под пш
По Пу 23/922
Отд 17 23/255

Выравн зяби под мн тр
По Пу 48/337
Отд 12 48/70
","пахота кукурузы под ячмень
по пу день 642 от начала 902
отделение 11 день 161 от начала 534
отделение 12 день 86 от начала 449

пахота зяби под многолетние травы
по пу день 26 от начала 566
отделение 12 день 26 от начала 299

предпосевная культура под озимая пшеница
по пу день 247 от начала 1650
отделение 1 день 32 от начала 322
отделение 21 день 748 от начала 211
отделение 19 день 133 от начала 21

дискование сахарная свекла
по пу день 47 от начала 1051
отделение 17 день 47 от начала 349

второе дискование сахарная свекла под пшеница
по пу день 23 от начала 922
отделение 17 день 23 от начала 255

выравнивание зяби под многолетние травы
по пу день 48 от начала 337
отделение 12 день 48 от начала 70
пахота кукурузы под ячмень
по пу день 642 от начала 902
отделение 11 день 161 от начала 534
отделение 12 день 86 от начала 449


пахота зяби под многолетние травы
по пу день 26 от начала 566
отделение 12 день 26 от начала 299

предпосевная культура под озимая пшеница
по пу день 247 от начала 1650
отделение 1 день 32 от начала 322
отделение 21 день 748 от начала 211
отделение 19 день 133 от начала 21

дискование сахарная свекла
по пу день 47 от начала 1051
отделение 17 день 47 от начала 349

второе дискование сахарная свекла под пшеница
по пу день 23 от начала 922
отделение 17 день 23 от начала 255

выравнивание зяби под многолетние травы
по пу день 48 от начала 337
отделение 12 день 48 от начала 70
пахота кукурузы под ячмень
по пу день 642 от начала 902
отделение 11 день 161 от начала 534
отделение 12 день 86 от начала 449


пахота зяби под многолетние травы
по пу день 26 от начала 566
отделение 12 день 26 от начала 299

предпосевная культура под озимая пшеница
по пу день 247 от начала 1650
отделение 1 день 32 от начала 322
отделение 21 день 748 от начала 211
отделение 19 день 133 от начала 21

дискование сахарная свекла
по пу день 47 от начала 1051
отделение 17 день 47 от начала 349

второе дискование сахарная свекла под пшеница
по пу день 23 от начала 922
отделение 17 день 23 от начала 255

выравнивание зяби под многолетние травы
по пу день 48 от начала 337
отделение 12 день 48 от начала 70
"
123,"пахота зяби под сах св
По пу 65/223
Отд 12 213/123

выравн зяби под кук/силос
по пу 32/323
отд 11 212/144

2-е диск кук/силос под сах св
по пу 232/233
отд 2 12/422

2-е диск отц форм под кук силос
по пу 119/434
отд 32 323/232","пахота зяби под сахарная свекла
по пу день 65 от начала 223
отделение 12 день 213 от начала 123

выравнивание зяби под кукурузный силос
по пу день 32 от начала 323
отделение 11 день 212 от начала 144

второе дискование кукурузный силос под сахарная свекла
по пу день 232 от начала 233
отделение 2 день 12 от начала 422

второе дискование отцовские травы формирование под кукурузы силос
по пу день 119 от начала 434
отделение 32 день 323 от начала 232"
124,"11.2 выкаш кук силос под сах св
По пу 325/4643
Отд 92 643/222
Отд 23 647/672

выравн отц тр под кук/силос
по пу 32/323
отд 11 212/144

2-е диск пш под сах св
по пу 232/233
отд 2 12/422

выравн отц форм под кук силос
по пу 119/434
отд 32 323/232","11.2 выкашивание кукурузы силос под сахарная свекла
по пу день 325 от начала 4643
отделение 92 день 643 от начала 222
отделение 23 день 647 от начала 672

выравнивание отцовские травы травы под кукурузный силос
по пу день 32 от начала 323
отделение 11 день 212 от начала 144

второе дискование пшеница под сахарная свекла
по пу день 232 от начала 233
отделение 2 день 12 от начала 422

выравнивание отцовские травы формирование под кукурузы силос
по пу день 119 от начала 434
отделение 32 день 323 от начала 232"
125,"11.3 2-е диск отц тр под сах св
По пу 325/4643
Отд 92 643/222
Отд 23 647/672

выравн кук силос под кук/силос
по пу 115/323
отд 13 320/463

2-е диск пш под сах св
по пу 620/463
отд 2 6379/748

выравн отц форм под сах св
по пу 189/748
отд 58 849/323","11.3 второе дискование отцовские травы травы под сахарная свекла
по пу день 325 от начала 4643
отделение 92 день 643 от начала 222
отделение 23 день 647 от начала 672

выравнивание кукурузы силос под кукурузный силос
по пу день 115 от начала 323
отделение 13 день 320 от начала 463

второе дискование пшеница под сахарная свекла
по пу день 620 от начала 463
отделение 2 день 6379 от начала 748

выравнивание отцовские травы формирование под сахарная свекла
по пу день 189 от начала 748
отделение 58 день 849 от начала 323"
126,"Выравн под оз пш
по пу 54/334
Отд 13 14/544
отд 15 12/121
диск пш под сах свекла
по пу 653/232
отд 22 12/442
отд 23 43/434","выравнивание под озимая пшеница
по пу день 54 от начала 334
отделение 13 день 14 от начала 544
отделение 15 день 12 от начала 121
дискование пшеница под сахарная свекла
по пу день 653 от начала 232
отделение 22 день 12 от начала 442
отделение 23 день 43 от начала 434"
127,"16.11 Чизел под оз ячмень
по пу 12/554
отд 14 43/443
Чизел под св
по пу 45/334
отд 34 32/559
отд 98 23/778
сев под сах св
по пу 56/334
отд 25 53/665","16.11 чизлование под озимая ячмень
по пу день 12 от начала 554
отделение 14 день 43 от начала 443
чизлование под свекла
по пу день 45 от начала 334
отделение 34 день 32 от начала 559
отделение 98 день 23 от начала 778
посев под сахарная свекла
по пу день 56 от начала 334
отделение 25 день 53 от начала 665"
128,"диск-ие с св под кук силос
по пу 323/2432
отд 12 211/214

сев сах св под кук силос
по пу 433/434
отд 45 223/998","дискование с свекла под кукурузы силос
по пу день 323 от начала 2432
отделение 12 день 211 от начала 214

посев сахарная свекла под кукурузы силос
по пу день 433 от начала 434
отделение 45 день 223 от начала 998"
129,"12.04.25 2-е диск-ие с св под кук силос
по пу 983/238
отд 13 211/414

сев сах св под кук силос
по пу 323/844
отд 45 243/348
отд 34 131/234

сев под с св
по пу 323/2322
отд 32 213/3232
отд 32 3232/232

выравн зяби под подсолнухи
попу 12/322
отд 65 322/2323","12.04.25 второе дискование с свекла под кукурузы силос
по пу день 983 от начала 238
отделение 13 день 211 от начала 414

посев сахарная свекла под кукурузы силос
по пу день 323 от начала 844
отделение 45 день 243 от начала 348
отделение 34 день 131 от начала 234

посев под с свекла
по пу день 323 от начала 2322
отделение 32 день 213 от начала 3232
отделение 32 день 3232 от начала 232

выравнивание зяби под подсолнухи
по пу день 12 от начала 322
отделение 65 день 322 от начала 2323"
130,"2.12 выравн под ячм
попу 21/764
отд 54 547/750

диск кук силос под рапс
попу 324/424
отд 42 5638/5445

чизел под оз ячмень
по пу 32/7509
отд 34 322/323","2.12 выравнивание под ячмень
по пу день 21 от начала 764
отделение 54 день 547 от начала 750

дискование кукурузы силос под рапс
по пу день 324 от начала 424
отделение 42 день 5638 от начала 5445

чизлование под озимая ячмень
по пу день 32 от начала 7509
отделение 34 день 322 от начала 323"
131,"подкормка под оз пш
по пу 323/323
отд 76 644/343
отд 17 32/453

сев сах св
попу 320/242
отд 32 323/435","подкормка под озимая пшеница
по пу день 323 от начала 323
отделение 76 день 644 от начала 343
отделение 17 день 32 от начала 453

посев сахарная свекла
по пу день 320 от начала 242
отделение 32 день 323 от начала 435"
132,"сев сах св
попу 2221/142
отд 18 242/245
отд 78 4224/4343

подкормка под подсолнухи
попу 9747/866
отд 46 2323/3535
отд 43 434/780

подкормка под кук зерно
попу 7865/282
отд 563/232","посев сахарная свекла
по пу день 2221 от начала 142
отделение 18 день 242 от начала 245
отделение 78 день 4224 от начала 4343

подкормка под подсолнухи
по пу день 9747 от начала 866
отделение 46 день 2323 от начала 3535
отделение 43 день 434 от начала 780

подкормка под кукурузы зерно
по пу день 7865 от начала 282
отделение день 563 от начала 232"
133,"выравн кук под сою
попу 323/4343
отд 7 3232/232","выравнивание кукурузы под сою
по пу день 323 от начала 4343
отделение 7 день 3232 от начала 232"
134,"подкормка сах св под кук зерно
попу 2442/232
отд 324/3232

сев сах св
попу 234/2322
отд 22 892/232

внесен КАС под оз пш
попу 5932/6748
отд 32 89/765

предп культ под сах св.
попу 35534/5457
отд 45 235/2532
отд 32 324/234","подкормка сахарная свекла под кукурузы зерно
по пу день 2442 от начала 232
отделение день 324 от начала 3232

посев сахарная свекла
по пу день 234 от начала 2322
отделение 22 день 892 от начала 232

внесен кас под озимая пшеница
по пу день 5932 от начала 6748
отделение 32 день 89 от начала 765

предпосевная культура под сахарная свекла
по пу день 35534 от начала 5457
отделение 45 день 235 от начала 2532
отделение 32 день 324 от начала 234"
135,"предп культ под кук зерно
попу 242/2432
отд 323 232/232

предп культ под сою
попу 242/2432
отд 32 875/895

выравн под кук/силос
попу 536/3433
отд 45 56475/3322
отд 84 2435/67543","предпосевная культура под кукурузы зерно
по пу день 242 от начала 2432
отделение 323 день 232 от начала 232

предпосевная культура под сою
по пу день 242 от начала 2432
отделение 32 день 875 от начала 895

выравнивание под кукурузный силос
по пу день 536 от начала 3433
отделение 45 день 56475 от начала 3322
отделение 84 день 2435 от начала 67543"
136,"Внесен кас под кук силос
по пу 323/2325
отд 32 6784/242
отд 43 2234/7876

Внесен кас под кук силос
по пу 4564/4352
отд 32 235/3453

внесение мин удобрений под оз ячмень
попу 24354/3543
отд 425/753","внесен кас под кукурузы силос
по пу день 323 от начала 2325
отделение 32 день 6784 от начала 242
отделение 43 день 2234 от начала 7876

внесен кас под кукурузы силос
по пу день 4564 от начала 4352
отделение 32 день 235 от начала 3453

внесение минеральные удобрений под озимая ячмень
по пу день 24354 от начала 3543
отделение день 425 от начала 753"
137,"внесение мин удобрений под силос
попу 423564/9875
отд 45 343/563

пахота под сах св
попу 4354/35345
отд 4355/2426

внесен кас под кук силос
попу 23223/25252
отд 85 25/232","внесение минеральные удобрений под силос
по пу день 423564 от начала 9875
отделение 45 день 343 от начала 563

пахота под сахарная свекла
по пу день 4354 от начала 35345
отделение день 4355 от начала 2426

внесен кас под кукурузы силос
по пу день 23223 от начала 25252
отделение 85 день 25 от начала 232"
138,"Внесение мин удобрений под сах св
попу 2452/2422
отд 2352/2424","внесение минеральные удобрений под сахарная свекла
по пу день 2452 от начала 2422
отделение день 2352 от начала 2424"
139,"чизел под ячмень
попу 2532/2342
отд 325/3465
отд 353/3433

внесение мин удобрений под оз рапс
попу 2423/2342
отд 87 2523/25235
отд 53 353/3533","чизлование под ячмень
по пу день 2532 от начала 2342
отделение день 325 от начала 3465
отделение день 353 от начала 3433

внесение минеральные удобрений под озимая рапс
по пу день 2423 от начала 2342
отделение 87 день 2523 от начала 25235
отделение 53 день 353 от начала 3533"
140,"выравн зяби под сою
попу 2522/534654
отд 22 2423/2342

пахота зяби под пш
попу 56758/3666
отд 23 325/2423
отд 54 2528/2532","выравнивание зяби под сою
по пу день 2522 от начала 534654
отделение 22 день 2423 от начала 2342

пахота зяби под пшеница
по пу день 56758 от начала 3666
отделение 23 день 325 от начала 2423
отделение 54 день 2528 от начала 2532"
141,"2-е диск сои под пш
попу 346/3453
отд 94 345/633
отд 32 252/6346","второе дискование сои под пшеница
по пу день 346 от начала 3453
отделение 94 день 345 от начала 633
отделение 32 день 252 от начала 6346"
142,"предп культ под сою
попу 32/2
отд 32 453/23

дисков сах св
попу 423/343
отд 57 474/7434
отд 43 43632/4734","предпосевная культура под сою
по пу день 32 от начала 2
отделение 32 день 453 от начала 23

дискование сахарная свекла
по пу день 423 от начала 343
отделение 57 день 474 от начала 7434
отделение 43 день 43632 от начала 4734"
143,"12.8 2-е дис сах св под пш
попу 235/363
отд 56 253/6784

дисков под оз пш
попу 252/235235
отд 23/4363","12.8 второе дис сахарная свекла под пшеница
по пу день 235 от начала 363
отделение 56 день 253 от начала 6784

дискование под озимая пшеница
по пу день 252 от начала 235235
отделение день 23 от начала 4363"
144,"31.12.25 пахота зяби под мн тр
попу 46/3453
отд 14 252/242

2-е диск сах св под пш
попу 252/23523
отд 56 323/2423","31.12.25 пахота зяби под многолетние травы
по пу день 46 от начала 3453
отделение 14 день 252 от начала 242

второе дискование сахарная свекла под пшеница
по пу день 252 от начала 23523
отделение 56 день 323 от начала 2423"
145,"пахота сои под ячмень
попу 4346/4363
отд 22 3252/32523

2-е диск сах св под пш
попу 3453/4344
отд 3563/343","пахота сои под ячмень
по пу день 4346 от начала 4363
отделение 22 день 3252 от начала 32523

второе дискование сахарная свекла под пшеница
по пу день 3453 от начала 4344
отделение день 3563 от начала 343"
146,"7.2 выравн яч под сою
попу 232/2523
отд 34 45/2347

пахота ячмень под ячмень
попу 2342/32423
отд 22 3124/232342","7.2 выравнивание яч под сою
по пу день 232 от начала 2523
отделение 34 день 45 от начала 2347

пахота ячмень под ячмень
по пу день 2342 от начала 32423
отделение 22 день 3124 от начала 232342"
147,"8.3 сев ячмень под озимый ячмень
попу 4353/3435
отд 81 243/2323
отд 27 3242/232

внесение гербицидов под оз пш
попу 4242/2342
отд 4 3244/3434
отд 31 195/542","8.3 посев ячмень под озимый ячмень
по пу день 4353 от начала 3435
отделение 81 день 243 от начала 2323
отделение 27 день 3242 от начала 232

внесение гербицидов под озимая пшеница
по пу день 4242 от начала 2342
отделение 4 день 3244 от начала 3434
отделение 31 день 195 от начала 542"
148,"23.03 пахота зяби под сою
попу 242/2323
отд 23 323/232
отд 24 232/3232","23.03 пахота зяби под сою
по пу день 242 от начала 2323
отделение 23 день 323 от начала 232
отделение 24 день 232 от начала 3232"
149,"4.3.25
посев с св под оз пш
попу 3435/3433
отд 33 344/343

пахота ячмень под кук силос
попу 4774/4343
отд 43 433/4343
отд 7 33/343

внесение гербицидоа под оз пш
попу 433/433
отд 78 323/252
отд 4 4334/433","4.3.25
посев с свекла под озимая пшеница
по пу день 3435 от начала 3433
отделение 33 день 344 от начала 343

пахота ячмень под кукурузы силос
по пу день 4774 от начала 4343
отделение 43 день 433 от начала 4343
отделение 7 день 33 от начала 343

внесение гербицидоа под озимая пшеница
по пу день 433 от начала 433
отделение 78 день 323 от начала 252
отделение 4 день 4334 от начала 433"
150,"7.2.24
пахота сои под сах св
попу 4353/4343
отд 54 5454/5454
отд 33 242/3433

выравн яч под сою
попу 4343/343
отд 2442/223","7.2.24
пахота сои под сахарная свекла
по пу день 4353 от начала 4343
отделение 54 день 5454 от начала 5454
отделение 33 день 242 от начала 3433

выравнивание яч под сою
по пу день 4343 от начала 343
отделение день 2442 от начала 223"
151,"2.5.25
выравн сах св под кук силос
попу 433/232
отд 2 4242/242
отд 23 322/4242


сев ячмень под сах/свекл
попу 24422/23232
отд 8 786/565
отд 56 4533/3436

Пахота сои под оз пш
попу 4353/3434
отд 4 4343/34534
отд 4 43435/3452","2.5.25
выравнивание сахарная свекла под кукурузы силос
по пу день 433 от начала 232
отделение 2 день 4242 от начала 242
отделение 23 день 322 от начала 4242


посев ячмень под сахарная свекла
по пу день 24422 от начала 23232
отделение 8 день 786 от начала 565
отделение 56 день 4533 от начала 3436

пахота сои под озимая пшеница
по пу день 4353 от начала 3434
отделение 4 день 4343 от начала 34534
отделение 4 день 43435 от начала 3452"
152,"5.3.25
выкаш сах/свекл под оз пш
попу 4355/3433
отд 8 435/353
отд 43 23/34334

Чизед под сах/свекл
попу 424/3433
отд 5 2422/232","5.3.25
выкашивание сахарная свекла под озимая пшеница
по пу день 4355 от начала 3433
отделение 8 день 435 от начала 353
отделение 43 день 23 от начала 34334

чизед под сахарная свекла
по пу день 424 от начала 3433
отделение 5 день 2422 от начала 232"
153,"6.4.33 выкаш с св под отц тр
попу 422/223
отд 322/223","6.4.33 выкашивание с свекла под отцовские травы травы
по пу день 422 от начала 223
отделение день 322 от начала 223"
154,"дисков сои под силос
попу 4222/232
отд 4 22/232

пахота сои под оз пш
попу 4242/242
отд 3 232/2424","дискование сои под силос
по пу день 4222 от начала 232
отделение 4 день 22 от начала 232

пахота сои под озимая пшеница
по пу день 4242 от начала 242
отделение 3 день 232 от начала 2424"
155,"выравн зяби под подсолнечник
попу 434/4343
отд 2 3222/4343
отд 3 2322/353

пахота зяби под кукурузу
попу 23222/2323
отд 24 43433/34353","выравнивание зяби под подсолнечник
по пу день 434 от начала 4343
отделение 2 день 3222 от начала 4343
отделение 3 день 2322 от начала 353

пахота зяби под кукурузу
по пу день 23222 от начала 2323
отделение 24 день 43433 от начала 34353"
156,"сев кук/свеклу
попу 242/232
отд 3 4343/223

сев сах св
попу 2324/3539
отд 7 487/343

выравн под кук силос
попу 434/343
отд 32 2323/4334","посев кукурузная свекла
по пу день 242 от начала 232
отделение 3 день 4343 от начала 223

посев сахарная свекла
по пу день 2324 от начала 3539
отделение 7 день 487 от начала 343

выравнивание под кукурузы силос
по пу день 434 от начала 343
отделение 32 день 2323 от начала 4334"
157,"2-я подкормка оз пш
попу 224/4343
отд 9 3224/2443
пахотя зяби под сою
попу 437/3434
отд 8 43/587","вторая подкормка озимая пшеница
по пу день 224 от начала 4343
отделение 9 день 3224 от начала 2443
пахотя зяби под сою
по пу день 437 от начала 3434
отделение 8 день 43 от начала 587"
158,"6.2 выравн зяби под сою
попу 78/434
отд 8 43/3554
выравн под сах/свекл
попу 4873/433
отд 8 22","6.2 выравнивание зяби под сою
по пу день 78 от начала 434
отделение 8 день 43 от начала 3554
выравнивание под сахарная свекла
по пу день 4873 от начала 433
отделение 8 22"
159,"выравн под кук/силос
попу 23/85
отд 8 43/343
выравн зяби под кук/силос
попу 424/3434
отд 43 4343/4334","выравнивание под кукурузный силос
по пу день 23 от начала 85
отделение 8 день 43 от начала 343
выравнивание зяби под кукурузный силос
по пу день 424 от начала 3434
отделение 43 день 4343 от начала 4334"
160,"сплошная культивация оз пш под кукурузу
попу 424/434
отд 44 3443/434

2-я подкормка озимой пш
попу 23/2342
отд 54 545/545","сплошная культивация озимая пшеница под кукурузу
по пу день 424 от начала 434
отделение 44 день 3443 от начала 434

вторая подкормка озимой пшеница
по пу день 23 от начала 2342
отделение 54 день 545 от начала 545"
161,"внесение минеральных удобрений под оз пш
попу 5353/3535
отд 54 57/43433

2-е диск сах/свекл
попу 4353/5343
отд 42 2443/4333","внесение минеральных удобрений под озимая пшеница
по пу день 5353 от начала 3535
отделение 54 день 57 от начала 43433

второе дискование сахарная свекла
по пу день 4353 от начала 5343
отделение 42 день 2443 от начала 4333"
162,"сев сах свекл
попу 546/454
отд 7 76/668

культивация сах свекл
попу 43/8686
отд 9 434/7676","посев сахарная свеклы
по пу день 546 от начала 454
отделение 7 день 76 от начала 668

культивация сахарная свеклы
по пу день 43 от начала 8686
отделение 9 день 434 от начала 7676"
163,"посев подсолнкчника
попу 678/544
отд 8 535/343
отд 9 443/4343","посев подсолнкчника
по пу день 678 от начала 544
отделение 8 день 535 от начала 343
отделение 9 день 443 от начала 4343"
164,"выравн зяби под сою
попу 433/433
отд 3 3434/343

Прокатывание посевов овса
попу 4343/3453
отд 4 545/422","выравнивание зяби под сою
по пу день 433 от начала 433
отделение 3 день 3434 от начала 343

прокатывание посевов овса
по пу день 4343 от начала 3453
отделение 4 день 545 от начала 422"
165,"выравн под кук силос
попу 2523/23423
отд 4 434/4343
отд 22 252/5325
сев кукурузного силоса
попу 4353/35435
отд 7 346/3453
отд 34 3453/4353","выравнивание под кукурузы силос
по пу день 2523 от начала 23423
отделение 4 день 434 от начала 4343
отделение 22 день 252 от начала 5325
посев кукурузного силоса
по пу день 4353 от начала 35435
отделение 7 день 346 от начала 3453
отделение 34 день 3453 от начала 4353"
166,"7.4.63
выравн под кук силос
попу 4344/4343
отд 76 545/545
отд 546 545/554

внесение удобрений под сах/свекл
попу 533/55353
отд 65 54/546
отд 6 546/4645

дисков сах св 
попу 533/25235
отд 8 434/353
отд 25 5435/333","7.4.63
выравнивание под кукурузы силос
по пу день 4344 от начала 4343
отделение 76 день 545 от начала 545
отделение 546 день 545 от начала 554

внесение удобрений под сахарная свекла
по пу день 533 от начала 55353
отделение 65 день 54 от начала 546
отделение 6 день 546 от начала 4645

дискование сахарная свекла 
по пу день 533 от начала 25235
отделение 8 день 434 от начала 353
отделение 25 день 5435 от начала 333"
167,"5.4.21
выравн под кук силос
попу 43443/353
отд 5 434/434
отд 4 433/4534
чизлевание под сах св
попу 2342/234
отд 78 433/3534","5.4.21
выравнивание под кукурузы силос
по пу день 43443 от начала 353
отделение 5 день 434 от начала 434
отделение 4 день 433 от начала 4534
чизлевание под сахарная свекла
по пу день 2342 от начала 234
отделение 78 день 433 от начала 3534"
168,"8.3 Прокатывание посевов кук силоса
попу 4343/433
отд 4 36/534
попу 4334/535
отд 45 435/235","8.3 прокатывание посевов кукурузы силоса
по пу день 4343 от начала 433
отделение 4 день 36 от начала 534
по пу день 4334 от начала 535
отделение 45 день 435 от начала 235"
169,"выравн силос
попу 43535/345
отд 5 42324/23

выкаш отц форм
попу 2432/324
отд 4 43543/3434
отд 4 353/343","выравнивание силос
по пу день 43535 от начала 345
отделение 5 день 42324 от начала 23

выкашивание отцовские травы формирование
по пу день 2432 от начала 324
отделение 4 день 43543 от начала 3434
отделение 4 день 353 от начала 343"
170,"подкормка кас под оз пш
попу 35345/3453
отд 8 63/345
отд 1 23/232","подкормка кас под озимая пшеница
по пу день 35345 от начала 3453
отделение 8 день 63 от начала 345
отделение 1 день 23 от начала 232"
171,"подкормка оз пш
попу 436/5464
отд 6 322/234
подкормка сах/свекл
попу 4335/4353
отд 8 2523/2352","подкормка озимая пшеница
по пу день 436 от начала 5464
отделение 6 день 322 от начала 234
подкормка сахарная свекла
по пу день 4335 от начала 4353
отделение 8 день 2523 от начала 2352"
172,"5.4.24
выравнивание зяби под сах св
попу 53/343
отд 4 4353/232
отд 4 33/3443","5.4.24
выравнивание зяби под сахарная свекла
по пу день 53 от начала 343
отделение 4 день 4353 от начала 232
отделение 4 день 33 от начала 3443"
173,"внесен кас под оз пш
попу 43/435
отд 32/235
сев сах св
попу 43 434/434
отд 4 434/34","внесен кас под озимая пшеница
по пу день 43 от начала 435
отделение день 32 от начала 235
посев сахарная свекла
по пу 43 день 434 от начала 434
отделение 4 день 434 от начала 34"
174,"пахота под сою
попу 45/343
отд 23/4343
предп культ под сах св
попу 435/435
отд 6 4343/3443","пахота под сою
по пу день 45 от начала 343
отделение день 23 от начала 4343
предпосевная культура под сахарная свекла
по пу день 435 от начала 435
отделение 6 день 4343 от начала 3443"
175,"14.05 пахота под сою
попу 45/343
отд 23/4343
предп культ под сах св
попу 435/435
отд 6 4343/3443","14.05 пахота под сою
по пу день 45 от начала 343
отделение день 23 от начала 4343
предпосевная культура под сахарная свекла
по пу день 435 от начала 435
отделение 6 день 4343 от начала 3443"
